userName,score,content
From Dust To A Lifeform,3,"I've been using this as my default mobile browser for a long while because of the adblocking (especially adblocking for youtube, I don't even use the youtube app anymore) but sadly youtube ads are no longer blocked for some reason. It could definitely use an update, I loved using Ecosia for watching videos."
Ashlyn Roberts (Ash),3,"I've used this for years, had no problems except the occasional crash. Recently, though, I cleared my cookies for the websites along with other things to free up space. I didn't expect my counter to be reset. Couldn't even sign in to recover it. I read why this is, but it's still devastating to me. I had 185 trees. I felt proud of me. Now I just feel.. sad."
Colyn Manalang,5,I love LOVE this app. You don't just help people gain information but YOU ALSO HELP OUR NATURE. And that's everything. Thank you very much for establishing this kind of application. I hope there are more people like you out there that really care about our earth and are actually doing something to fight environmental issues. All love! 🫂💚
Alexandra,5,"What is there to not like? Works perfectly as search engine and supports a great cause. Recently heard about ones that help clean the ocean, would be great if ecosia would team up with one so users dont have to chose which cause to help."
Richard Sawyer,5,A good browser that plants supports nature conservation🌴👍
yasamin why,1,"I've stopped using Ecosia after years of loyal browsing, because of the AI integration. You can't claim to be an ethical and eco-friendly company, then sell out to AI- mass theft of intellectual property and a polluter on an industrial scale. I even had an Ecosia T-shirt. Sigh. Firefox and DuckDuckGo can do the job you failed at, Ecosia, and it'd behoove you to know that. Edit: what a rubbish, corporate sell-out response. Proving why I was right to ditch Ecosia."
James GrantVIII,5,"I'm boycotting any jewish owned brands, so I'm switching to Ecosia. Don't disappoint."
puppy tree,4,I wish incognito tabs didn't close out when you reset the phone or when accidently refreshing the ecosia app
Fantasy World,5,I like this search engine. Very similar to Google and I barely notice the difference but I'm always happy to help the environment.
Mary Copper,5,"Such A Great Idea! I was worried it wouldn't be as comprehensive, but it really is and more so if we use it more. AI, images, all the same options. Sometimes just need to be a little more specific with what I need. But I actually feel good going on the internet now. Highly recommend!!"
Iggy Price,4,"They have been around as long as Google and Don't sell information supposedly. I love that and the planting of trees. I don't like that they supported Biden instead of planting trees in 2020. The green new deal is anything was green. And I noticed that a lot of sites are ""down for review"" so I have a bad feeling they are becoming more and more like Google EVERY DAY... Jus' sayin'"
Princess Millan,5,Been using Ecosia for awhile and it does have its pros and cons but what I LOVE about it is its ad blockers! Great when you wanna watch videos or read long content
SunshinE Daze,5,"Love this browser! Anything I can do to help the environment, I am sold!"
sophia frances,5,I've found ecosia a helpful app and I like the fact that using it helps restore our environment
Sum1,1,Here's some old bugs that Chrome had in the past: 1. Page scrolls down when typing a letter (when screen is splitted) 2. Occupies over 250MB RAM which causes low performance 3. Some tabs resetting itself when tabbing on 4. Doesn't have a translator service So I hope Ecosia will better for me and environment after an update.
seanmoran,1,I used to have Ecosia as an ethical web browser and search alternative. Now they started using A.I. despite admitting they don't know about its power consumption and environmental impact.
Rahma Zuvita,5,LOVE ECOSIA SO MUCHHHH.
Tkairah Leigh,4,"Love it. Works the same as any other web browser, but I'm helping the planet just by looking things up. I kind of wish, however, that there was some customization. Like backgrounds and color themes. Otherwise, this is a great app."
Kayli Robles,2,"Gotta say I really do not like the new theme, it was much prettier when it was the lighter theme and the logo was like a planet. Next, the search options are VERY VERY limited compared to any other browser, and most often I can't find what I'm searching for. Finally, the pop-ups I get every time I open the app are a complete deal-breaker. Enough of a deal breaker that I'm uninstalling and going with another search engine."
Patrissia Cuberos,5,"Excellent, non intrusive, not Google and I'm doing something for the environment!"
ultmmm grapes,5,Love this app and what Ecosia does for the Earth! I've been using this browser for a couple of years. It's a good browser for the everyday user! I hope in the future we can add extensions like you can on Chrome. Keep up the good work Team Ecosia 👍
Lasiru Menath Pathirana,5,I'm using ecosia around 3 months from now. And it was very interesting to use because I can help to plant trees with my Internet surfing. And the Ecosia browser is themed to greenery so it's pleasant to using that for a long time. Thanks for reading this.
TheClawNz,5,"Great app, has financial reports every month. Highly recommend that you use this browser!"
NABIL Najmi,3,"Love the concept of plant trees, that's why I use ecosia. But the engine is just too slow. Please improve the loading and response time for this app."
Elden Lim,5,"Been using Ecosia for about 4 years now and it's a great choice for browser app. It includes climate badge ratings of popular websites, which shows each companies' response to the climate crisis. It also shows the approximate number of trees you planted by searching on Ecosia (you need to sign up for an account). You can check out the Ecosia Blog for more information and updates on their efforts in planting trees. One problem is that it is not considered a supported browser by most websites."
Roen H. Berkom,5,I have a very good experience with Ecosia as well as with Google. They are the best!
Lisa Zack,2,"I've used Ecosia for ~5 years. I love the work they are doing to address climate change and deforestation. The built-in ad blocker and option to reject cookies is helpful, but less robust since the June 2023 update. The browser performs moderately well, but is fairly useless for local results. AI-driven auto-completes are laughably poor. The latest update added tab groupings, which renders the platform cumbersome and time-consuming. Google did this to much backlash and then reversed course."
beta Bluegrass,2,"im extremely disappointed by the addition of the generative ai text, which is extremely harmful to the environment due to its immense use of electricity. screw you"
Khushna Shah,5,search away and help the planet. best idea 💡 love it ❤️
happy little kyobashi dragon,5,"great!!! i get to feel good about myself while using this, sustainable, honest and a perfect, discreet browser"
Ernesto Sun,5,A no-regret decision to choose Ecosia. Integrating smoothly and giving a good feeling on top.
Anton Smith,5,This is awesome. I edited my review simply to let Ecosia know that when I uninstalled my amazon app. It also uninstalled Ecosia. They are on separate screens so I did not uninstall Ecosia accidentally thinking it was amazon.
Para Foxical,1,"I've been using ecosia for years, but adding ai was a total deal breaker for me. Uninstalled. Be better."
Filosiphurh,5,"Brilliant app! I use it every day, and when I do, I can be assured that my searches will be going towards helping rejuvenate the planet (≡^∇^≡). Easy 🌟🌟🌟🌟🌟/🌟🌟🌟🌟🌟"
Yashpal Vyas,5,Really a great thing to environment 🎩🎩 hats off
ãųř ùm,5,Awesome experience! Very user friendly. Highly recommended. Let's save our Mother Earth together. ❤️
Wolf Grey,4,"Ecosia is a good enough search engine for most people who casually browse the Internet to use. It's certainly no Google on quality or Tor in privacy, but considering their value of your privacy and the fact that you actively support social and planetary change just by using a different search engine ? I'll be a user for as long as Ecosia exists as they currently do. I've already talked my mother and grandmother into using it as well !"
The Dealer,5,"Looks legit. Also this app got built-in adblock, which already makes it better than Google Chrome. P.S tho this browser is quite good, i switched to Privacy Browser + Ecosia as a search engine. P.S2 Switched back 🤷🏻‍♂️"
Ciara Eloise Dela Paz,5,Their cause is nothing to be questioned. Go Ecosia! ❤️🌱🌎
Fina Franqueiro,5,I love the fact that my research has an impact on the planet.
Paulius Narkevičius,4,CO2 main driving force here. What about the rest of problems? Recycling and Plastic...
Chris Davis,2,"I was going to try ecosia out, was putting in all of my setting preferences when @the very end there's an option to see ""new options"". READ.Starting Sept 2023 ecosia will begin giving your unencrypted ip address and allow Google to insert a cookie that ""will protect from bot attacks and spam"".Shame on u ecosia.You don't collect, but you allow these others to do the dirty work.Own your behavior. I will uninstall asap. What a shame."
Manilyn Sansano,5,Download now to save our planet
GreenFlashAtSunsetッ,3,"Heyy 👋 on a recent update, you guys seem to have integrated the mobile features of certain websites even when I use ""desktop site."" ☹️ I liked using *Goodreads* on Ecosia, but strictly the desktop view only bc I absolutely hate the Goodreads interface on mobile view and app. But Ecosia now shows its mobile/app view, even when i toggle to Desktop. Other browsers still ok. I'm sure this affects other websites bc I don't see why you would single out Goodreads, but pls bring back desktop view!!"
M Billinge,4,"Works well, and does most things Chrome does. However, I do wish it was upgraded and patched more quickly. Tempted use the Opera browser with Ecosia set as the default search engine."
Raquel Vatamaniuk,5,"Ecosia is one of the things I do for the planet, that truly feels like I'm making a difference. Because: 1. I'm contributing to a company that plants native trees where they're critically needed, without plastic containers. 2. Ecosia has an incredible system to keep the young trees 🌱 alive with minimal effort. 3. Ecosia employs the native populations to help plant the trees. 5. Recycling/composting is a good effort.👍 It is still a one-time effort. Ecosia is a compound interest 📈 powerhouse."
Melonna Makabenta,5,"It's good but the search results aren't as wide as the results provided by other search engines. It's okay tho, at least I can help the environment."
Luca Panzeri,2,I used to absolutely love Ecosia but now I don't love it anymore. In the past year and more they haven't added anything new (other than bug fixes and slight design changes). If they had more updates and more features it would be a lot better. The concept is nice but a lot more features need to be added to make it better.
BookQueen12,5,"i honestly use the this app and the chrome extension as my go to search engine now, mainly due to how sustainable and transparent it is about what they have done (via blog posts and YouTube videos). it's really cool to have a little counter of how many trees you've planted just by searching stuff online. 10/10, would recommend if you are environmentally conscious and looking for easy ways to be more sustainable with little effort."
Charley Rettig,5,"What an innovative, environment conscious idea! It's very unique, though much needed for the developers to use something treated only as a technological necessity...thought useless in battling climate. The ailing Earth needs many more young minds that are open to the most drastic and unconventional methods, eager to attempt the unknown while also being positive humans will prevail and spewing youthful feelings of solid reasons for real faith. It is only the youth that even cares to save Earth."
Pia Farell,3,i love the idea of planting trees for searches. but it seems like my searches are stuck at 215 for a week now and that my most recent searches are not recorded. why though? it's seems like i am not contributing anything at all
Rudranil Dasgupta,5,You guys are doing a very great job we are always with you to save our planet earth 🌱
COO coo,5,I eligibly know this SEARCH ENGINE and its organisation from my environment teacher 🔥🇧🇳
Mans,3,"Love the concept, it would be better if the tree counter meter didn't reset on clearing the history, bold rebranding, the old one felt more familiar, regardless, I have this app on my phone and use it for searches to help the environment"
ADAN VENEGAS,3,Al parecer es el navegador que he estado buscando deseo ayudar lo más que pueda para así la reforestación del planeta sea posible. Gracias pero por que instalar una API en específico?
Wonky,1,"It is like a virus, installs itself and takes over browser without permission. Second time I have had to remove it from my phone."
L V,1,NEW: Now Selling your personal data to Bing and Google. Longtime Ecosia users will see that they've recently partnered with these aforementioned companies to sell data. It was a great alternative while it lasted and truly sad to have to uninstall as it was for a good cause. R.I.P. Ecosia
K V,1,"Ah I have to contact Qld Translink even those Ecosia staff saw similar errors I saw, where the search (They use Bing) claims Translink is a UK railway company. 🤔🤔🤔"
Rosa,5,This just the best app ever when it make the environment more beautiful.
Harminder Singh,5,GREAT APP FOR ENVIRONMENT
Dean Jobling,4,"Best app but for some reason it's no longer working!! My OS is EMUI 9.1.0.4 on Huawei Y6 and Ecosia app won't even start..... I've tried redownloading and restarting many times 😭 Beautiful app with beautiful intentions, very fast and practical. Easy to use, intuitive, user friendly."
Ali,5,"Always thanks to Germans! Sure, they have the highest global IQ and Ecosia is the UNIQE German search engine which use it's income only for planting trees! It will RESCUE us from Hell which is extending due to d capitalist selfish companies like Pepsi Cola and other estupid selfish companies which are selling d huge disaster-full pet canes and other damage-full containers only to have more income! And it is equal for them if all of human, animamals trees bees will be burned worldwide for them 1s"
Trac Fone,1,"App crashes and immediately closes out when opening it with the messages ""Ecosia keeps stopping"" and ""Ecosia has stopped"". Giving only the options to close or submit feedback. Has not worked for weeks now. I have repeatedly cleared the app cache and data, uninstalled and reinstalled the app, updated to no avail. It immediately closes out upon opening it with the error box popping up informing me the Ecosia app has stopped or that it keeps stopping. Unusable."
Ronán Kennedy,5,Great browser. It works as well as any other browser like Chrome and Firefox and you're saving the planet. Highly recommend.
Annie Thomson,5,"Let's plant trees, and use the advertisement to recover the destruction we've done"
Robert Stephen Meske,5,Zero carbon by searching.
Comet C,5,Ecosia is a W
Preksha Hooda (Paaro),5,A nice way to sustainable searching!
Ian Nadal,3,Battery Drain on the Latest Update other than that it's a good browser for the environment.
River Handley,2,"i used to love ecosia and recommend it to everyone but not anymore. i loved the option of ad blocking... except it doesn't work. i still get ads all the time where there shouldn't be. the accessability in the settings to zoom text warps the whole web page and cuts off parts of it instead of just increasing text size? it used to work just fine. little stuff like this slowly make it bothersome at best, unusable at worst."
Kiet Giang,1,"ecosia used to be good, but recent updates ruined everything. The group tabs thing is hard to use, the interface is slow and not friendly."
̇,4,"One big problem that I've had since the beginning is that whenever I'm downloading something, the notification sound for it continues to play over and over every second until it's done downloading. For big files, that means several minutes of nonstop notification sounds until I turn down my notification volume. Very annoying."
Oscar Stott,5,"Ecosia is by far the best browser out there, striking the most relevant content, blocking ads, and saving the world!"
Bryan Loveless,4,"It's pretty good. Ads are blocked well, the searches are more accurate than Chrome, and the UI/UX is better than Chrome too. My only problem with Ecosia is that it asks for cookies anytime you start a new incognito tab (if you haven't already made one). I would give Ecosia a 5 star rating if it didn't ask for cookies in incognito mode. Over all, it's brilliant."
Nike Ei. Imggrphy,2,"I had ecosia for a long time and was happy with using and planting trees. I wanted to remove from my device app that can open via browser and when removed it ( Shiftrota) it removes my ecosia app and lost value information opened as separate tabs and downloads form it( not find them anywhere) When reinstalled ecosia taught will be restored and the tabs or has options to do so from history, but all's gone and not anywhere settings for restoring them. It is a problem and disappointed 😔"
Dusk Wolf,3,the recent update has caused a bug to where trying to go back to a certain page in Ecosia is no longer possible you nowz have to hit the back button on your device several times to return to the desired page ... please fix this back to the way it was before as this made Ecosia go from easy to use to harder to use
libava libava,3,"After the recent update the links now open in new window rather than in tab group, and can't see the option to change it back. Also relationship with other apps, e.g. Google Maps is not streamlined - I search for a place on Ecosia, then it suggests opening the Maps app, but then it simply opens the app not the search result, so essentially I have to retype what I'm looking for. Generally, I like the base idea of Ecosia, but it would be nice if I didn't have to sacrifice performance to use it."
David Goldstein,5,Works perfectly well and does good for the planet.
Minty R,3,"Ecosia has been great to use for years. Really appreciated the integrated ad-blocking feature! However, one of my main uses for the app has been watching videos, but since a few weeks ago, videos have not been displaying. They are just green boxes, though they still play audio. I have tried uninstalling and reinstalling the app, but this still occurs. It's still usable for general searching, but this is a big feature to be broken."
Triveni 9999,5,Environment protector good app
Random Things,5,It's pretty amazing! It did take a few minutes to switch all my saved bookmarks from chrome over to Ecosia but thats to be expected. I've only had this for a little over a week and I've already planted one tree. The only downside would be how many searches it takes to plant a tree but I search so many random things that it dosent affect me as much.
Android User,3,"News article section of ecosia browser is useless for some like us, so why we're unable to turn this off? Cant we customize the homepage and remove unnecessary distractions for a more focused & neat experience? some settings (eg:-auto suggestions) of the search engine itself remains ticked even after unchecked them from the button settings of the searching page. I will be using a more privacy focused browser which actually lets the control in our hands , instead of emotionally blackmailing ppl!"
Sai Kumar Royyala,5,"Great For 50 searches, I planned a tree 🌲🌴 Hope this helps India too in greenery , such a good app getting in afforestation..,,"
Rafael Guzman,5,"I love it. This app isn't like Google that has recently been giving me random articles when searching for things. I can serch the web, while planting trees for free! Google has fallen out of style. It has become a cringe serch engine to use. We must all stop using Google if we want better apps like this one to be made."
David Danuja,5,"I use ecosia on every device as my engine. It is fast, has good results and a UI that is easy and beautiful. The fact that they have a mission to plant trees only ads to the things of good things. The browser is also good, it's simple, and I love the UI when you search, I only have 2 suggestions to improve it. 1. Add a switch to turn websites in dark mode, nothing fancy 2. Make the home page a little more customisable, or make an option to remove the auto-bookmarks, they are pretty annoying."
F R,3,"I really admire Ecosia's mission and will continue using their search engine, but am uninstalling the app. Since the latest major update, it displays previous search history in each new tab, which I find intrusive. There doesn't seem to be a way to turn this off."
Andrew Oldham,5,Great way to support the planet with the planting of trees while doing everyday internet searches. I like the function to check your latest news so we can see how our searches make a difference across the world. A very stable app in my experience. Keep up the great work.
Rod Kimber,1,Tried three searches which other search engines found. But ecoasia found zero. Total waste of time as a search engine. Would give zero stars if I could
I W,2,When you open the app there is a section for news articles. This is an unnecessary distraction and should be something users can turn off in settings. I have looked through the settings multiple times and tried long-pressing on the news section. I haven't found a way to turn the news articles off so I will be uninstalling the app. The privacy settings are good and I like ecosia's mission but I want a customisable home page which doesn't try to direct my attention towards other things.
Caitlyn,3,I used to love Ecosia but this new update is terrible. It looks so ugly and it's so much more cluttered to look at. Please bring the old look back.
Mukhriz Faisal,5,Been using this browser since 2018 when my science teacher miss jenny talk about it haha really great software foundation to encourage green earth 🤩
Jai Mishra,5,I just love it. Proud to do something better for environment .
E Lele,4,"I've used this app for years and I also use the extensions on my other broswrs. I updated it a day ago and now it wont work. Every time I click on the app it just keep saying ""ecosia has stopped working"" and crashes. Please fix it!"
Jyothish Kumar,5,"This is the most Amazing browser I've ever used, and the search is really great as well. I've found my browser and search replacement! Please consider making this open-source so I can truly recommend it!"
Gracie Parkes,5,"Excellent browser, and implementing the most effective carbon-capture technology! Highly recommend to anyone and everyone!"
lauri blaa,5,"Best BROswer I've founded. And I am pretty sure I've tested them all. If you care about environment and want to plant trees, pick this browser and forget Google."
Varnit Professional,2,"I'm using Ecosia search since 2017 & app since 2018 and honestly speaking, Ecosia has grown up in terms of performance but results, not so much (same old Bing useless results, see Yahoo search results which come from same source). Dark theme for search was highly requested & they added it, 😍. But there's no import export option for bookmarks & passwords. If one has to change browser, device or send phone for servicing, then u can't do anything. The default font of search is unreadable, please."
Thomas Sherwood,5,"Does basically the same thing as Google, but actually helps the environment"
Joan Clemente Calduch,4,"I don't even care if it's not that good, we need to save the planet. Also it's not Google so that's good. My personal reccomendation is use firefox or others and search with ecosia."
Marilyn Kohn,5,Ecosia helps me find the websites I'm looking for and protects my privacy when doing it. And they plant trees! What's not to love?
Asha Ashu,5,ತುಂಬಾ ಅದ್ಭುತವಾದ ಬ್ರೌಸರ್ ಯಾವ ads ಬರದಿಲ್ಲ ವೈರಸ ಬರೋದಿಲ್ಲ ತುಂಬಾ ಸ್ಪೀಡಾಗಿ ವರ್ಕ್ ಆಗುತ್ತೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ👍👍🙂💗 ಪರಿಸರ ಪ್ರೇಮಿ ecosia ಬ್ರೌಸರ್
Okay Top,1,"I use Dashlane as a password manager, but it seems like I cannot use it with ecosia. I test it with google chrome and there I am able to make use of dashlane. For me the browser does not make sense when I am not able to include third party apps."
Aaditya Gupta,4,Great job team ECOSIA.I suggest you should plant trees all over the world in every country and also please focus on protecting and reviving endangered and extinct species. Well extinct species can be brought back by their DNA. Bringing them to the wild should also be a motive of yours. Please protect animals and provide them shelter and habitat. I don't want an AI earth. I want a natural earth and i am sure you will fulfill my wish. Your efforts are great just a bit more.I will help you at this.
Rosario Siapno,5,This is nice app :) no ads and you can help too with environment.
Wiki K,5,"Everyone I know uses Ecosia now and it's a cool idea, it's definitely different from chrome but I've gotten used to it. It's for a good cause so why not."
Bradical Movement,1,"Worthless night mode. The mode changes are only different in the menu settings. It does not give option of inverting white background sites with black text to vice versa, which is sometimes very necessary at night, even more so than a brightness dimmer or eye shield. Because of this, I find myself using an app with better night mode options, even though Ecosia is still my favorite browser. Just not the best app."
Sarah Hough,5,Great search browser. Have no complaints and I'm happy to be helping the environment.
MØBDAØNE,5,How wonderful this search engine is amazing!! We can help the environment by just searching it really amuse me wow how wonderful
Morgana Alexa Dovah,5,"I chose Ecosia to help the planet. Within FIVE YEARS we'll pass the point of no return & Gov'ts aren't stepping up! To force them, we must march & petition. Every greedy, conservative corporation plants trees. It's a CHEAP image boost. Often they use bogus companies that invest in oil & gas, NOT TREES! Ecosia is new, but they MUST diversify. This IS an AWESOME browser, with search results that are always ON POINT, & it's FAST! I give Ecosia 🌟🌟🌟🌟. Diversify for the 5th 🌟. Yes, I recommend!!"
Miguel Martinez,5,I absolutely Love the mission of this app. I always get so excited when I'm about to browse and I see how many trees were planted. Gives me motivation to continue Loving this beautiful Earth. Highly recommend 🥰🌎🌍❤️
Abby,5,"The app is WONDERFUL. Usually I dont leave reviews for apps I like because I think its a waste of time, but I spend hours on ecosia for projects and I have planted 3 trees (so far.) However, I would love to see proof that these trees were actually planted, and so I'm sure you aren't just showing me 3 random trees you found online, I would like a small mark on the edge of the tree of an E. I know its sounds demanding and all but I would hate to waste so much time on a fake advertising app. Bye!"
Rachel Porter,5,I love being able to help the environment by just making searches
